66160650;0.354125
16544544;0.348956
4136608;0.351515
1034152;0.355476
258656;0.36818
64664;0.427564
16166;0.633428
4110;2.24234
1035;7.91498
280;51.2
72;99.5556
66160650;0.351524
16544544;0.350874
4136608;0.431225
1034152;0.357456
258656;0.36818
64664;0.4434
16166;0.633428
4110;1.99319
1035;6.9256
280;25.6
72;99.5556
66160650;0.352082
16544544;0.351493
4136608;0.353495
1034152;0.364387
258656;0.387975
64664;0.4434
16166;0.633428
4110;1.99319
1035;10.8831
280;25.6
72;171.111
66160650;0.352004
16544544;0.351431
4136608;0.428254
1034152;0.357456
258656;0.36818
64664;0.427564
16166;0.570085
4110;1.99319
1035;6.9256
280;25.6
72;170.667
66160650;0.351602
16544544;0.351122
4136608;0.513658
1034152;0.357456
258656;0.372139
64664;0.427564
16166;0.633428
4110;1.99319
1035;6.9256
280;25.6
72;99.5556
66160650;0.351927
16544544;0.350751
4136608;0.432958
1034152;0.357456
258656;0.372139
64664;0.411728
16166;0.633428
4110;1.74404
1035;6.9256
280;25.6
72;99.5556
66160650;0.351865
16544544;0.350874
4136608;0.441869
1034152;0.356466
258656;0.36818
64664;0.427564
16166;0.633428
4110;1.99319
1035;6.9256
280;25.6
72;85.3333
66160650;0.352144
16544544;0.372475
4136608;0.352753
1034152;0.352505
258656;0.36818
64664;0.459235
16166;0.633428
4110;1.99319
1035;39.4821
280;25.6
72;142.222
66160650;0.352175
16544544;0.350998
4136608;0.349782
1034152;0.362407
258656;0.372139
64664;0.427564
16166;0.633428
4110;1.99319
1035;6.9256
280;25.6
72;99.5556
66160650;0.351911
16544544;0.34976
4136608;0.353248
1034152;0.354486
258656;0.36818
64664;0.4434
16166;0.633428
4110;1.99319
1035;6.9256
280;146.057
72;99.5556
66160650;0.351648
16544544;0.350936
4136608;0.505984
1034152;0.359437
258656;0.36818
64664;0.427564
16166;0.570085
4110;1.99319
1035;6.9256
280;25.6
72;228
66160650;0.351726
16544544;0.351555
4136608;0.356466
1034152;0.354486
258656;0.364221
64664;0.411728
16166;0.633428
4110;1.99319
1035;6.9256
280;25.6
72;99.5556
66160650;0.357065
16544544;0.353164
4136608;0.353248
1034152;0.359437
258656;0.36818
64664;0.427564
16166;0.696771
4110;1.99319
1035;6.9256
280;251.2
72;85.3333
66160650;0.35188
16544544;0.350874
4136608;0.351515
1034152;0.357456
258656;0.376098
64664;0.4434
16166;0.633428
4110;1.74404
1035;6.9256
280;32.9143
72;142.222
66160650;0.351447
16544544;0.351431
4136608;0.351268
1034152;0.360427
258656;0.36818
64664;0.427564
16166;0.633428
4110;1.99319
1035;9.89372
280;29.2571
72;99.5556
66160650;0.368704
16544544;0.351431
4136608;0.439889
1034152;0.354486
258656;0.372139
64664;0.427564
16166;0.823457
4110;1.99319
1035;11.8725
280;43.8857
72;99.5556
66160650;0.351463
16544544;0.350874
4136608;0.506479
1034152;0.355476
258656;0.372139
64664;0.427564
16166;0.570085
4110;2.24234
1035;7.91498
280;25.6
72;85.3333
66160650;0.352267
16544544;0.349822
4136608;0.351268
1034152;0.353495
258656;0.372139
64664;0.427564
16166;10.5961
4110;1.91533
1035;6.9256
280;73.0286
72;96.4444
66160650;0.352113
16544544;0.350936
4136608;0.353495
1034152;0.355476
258656;0.36818
64664;0.411728
16166;0.570085
4110;1.99319
1035;6.9256
280;25.6
72;99.5556
66160650;0.352252
16544544;0.351555
4136608;0.351515
1034152;0.356466
258656;0.372139
64664;0.411728
16166;0.633428
4110;1.99319
1035;7.91498
280;25.6
72;99.5556
66160650;0.352066
16544544;0.351679
4136608;0.352753
1034152;0.354486
258656;0.372139
64664;0.427564
16166;0.633428
4110;7.47445
1035;6.9256
280;25.6
72;128
66160650;0.351432
16544544;0.351184
4136608;0.506231
1034152;0.358446
258656;0.384016
64664;0.490907
16166;0.696771
4110;15.1981
1035;6.9256
280;76.8
72;99.5556
66160650;0.352159
16544544;0.350441
4136608;0.43073
1034152;0.352505
258656;0.372139
64664;0.411728
16166;0.570085
4110;2.49148
1035;9.89372
280;32.9143
72;514.667
66160650;0.351679
16544544;0.35137
4136608;0.439394
1034152;0.357456
258656;0.372139
64664;0.427564
16166;0.633428
4110;1.99319
1035;39.5749
280;29.2571
72;99.5556
66160650;0.352113
16544544;0.352422
4136608;0.430235
1034152;0.366368
258656;0.372139
64664;0.427564
16166;0.823457
4110;2.49148
1035;9.89372
280;25.6
72;99.5556
66160650;0.351788
16544544;0.350503
4136608;0.348792
1034152;0.361417
258656;0.376098
64664;0.4434
16166;2.40703
4110;6.72701
1035;33.6386
280;241.371
72;327.111
66160650;0.351664
16544544;0.350565
4136608;0.352505
1034152;0.359437
258656;0.364221
64664;0.427564
16166;0.570085
4110;1.99319
1035;6.9256
280;25.6
72;128
66160650;0.351602
16544544;0.352236
4136608;0.48717
1034152;0.359437
258656;0.372139
64664;0.427564
16166;0.570085
4110;1.99319
1035;6.9256
280;43.8857
72;99.5556
66160650;0.35202
16544544;0.350627
4136608;0.353248
1034152;0.353495
258656;0.372139
64664;0.427564
16166;0.570085
4110;1.99319
1035;6.9256
280;25.6
72;99.5556
66160650;0.352267
16544544;0.353845
4136608;0.354486
1034152;0.357456
258656;0.376098
64664;0.427564
16166;0.570085
4110;2.24234
1035;20.7768
280;25.6
72;99.5556
66160650;0.352051
16544544;0.353164
4136608;0.487665
1034152;0.357456
258656;0.372139
64664;0.411728
16166;0.570085
4110;1.99319
1035;6.9256
280;21.9429
72;99.5556
66160650;0.35202
16544544;0.351679
4136608;0.428502
1034152;0.354486
258656;0.372139
64664;0.427564
16166;0.633428
4110;1.74404
1035;11.8725
280;25.6
72;284.444
66160650;0.351896
16544544;0.351555
4136608;0.505489
1034152;0.355476
258656;0.376098
64664;0.427564
16166;0.570085
4110;1.74404
1035;6.9256
280;43.8857
72;170.667
66160650;0.351741
16544544;0.353598
4136608;0.362902
1034152;0.356466
258656;0.391934
64664;0.427564
16166;0.633428
4110;1.99319
1035;31.0106
280;43.8857
72;142.222
66160650;0.355796
16544544;0.35106
4136608;0.488903
1034152;0.360427
258656;0.372139
64664;0.411728
16166;0.570085
4110;3.23893
1035;6.9256
280;25.6
72;99.5556
66160650;0.352221
16544544;0.349822
4136608;0.486428
1034152;0.360427
258656;0.380057
64664;0.427564
16166;0.570085
4110;1.99319
1035;6.9256
280;25.6
72;85.3333
66160650;0.351927
16544544;0.351741
4136608;0.483209
1034152;0.360427
258656;0.36818
64664;0.427564
16166;0.633428
4110;1.99319
1035;6.9256
280;25.6
72;85.3333
66160650;0.352082
16544544;0.351122
4136608;0.35201
1034152;0.360427
258656;0.372139
64664;0.4434
16166;0.633428
4110;1.99319
1035;6.9256
280;21.9429
72;170.667
66160650;0.355595
16544544;0.350627
4136608;0.431225
1034152;0.355476
258656;0.36818
64664;0.427564
16166;0.633428
4110;1.99319
1035;6.9256
280;25.6
72;99.5556
66160650;0.351586
16544544;0.35106
4136608;0.353743
1034152;0.357456
258656;0.372139
64664;0.427564
16166;0.570085
4110;1.99319
1035;6.9256
280;25.6
72;99.5556
66160650;0.351989
16544544;0.351555
4136608;0.506231
1034152;0.363397
258656;0.372139
64664;0.427564
16166;0.633428
4110;1.99319
1035;6.9256
280;25.6
72;99.5556
66160650;0.351958
16544544;0.350936
4136608;0.354733
1034152;0.356466
258656;0.372139
64664;0.427564
16166;0.633428
4110;1.99319
1035;6.9256
280;25.6
72;99.5556
66160650;0.352531
16544544;0.350936
4136608;0.353495
1034152;0.363397
258656;0.36818
64664;0.427564
16166;0.570085
4110;1.99319
1035;6.9256
280;25.6
72;170.667
66160650;0.351571
16544544;0.353288
4136608;0.350772
1034152;0.354486
258656;0.380057
64664;0.4434
16166;0.633428
4110;1.99319
1035;6.9256
280;25.6
72;85.3333
66160650;0.35188
16544544;0.353474
4136608;0.431472
1034152;0.370329
258656;0.372139
64664;0.411728
16166;0.633428
4110;1.99319
1035;6.9256
280;25.6
72;99.5556
66160650;0.352004
16544544;0.374889
4136608;0.351763
1034152;0.359437
258656;0.380057
64664;0.411728
16166;0.570085
4110;1.99319
1035;30.8251
280;84.1143
72;99.5556
66160650;0.351973
16544544;0.352607
4136608;0.503508
1034152;0.358446
258656;0.372139
64664;0.427564
16166;0.570085
4110;1.99319
1035;6.7401
280;21.9429
72;99.5556
66160650;0.352144
16544544;0.350874
4136608;0.356714
1034152;0.358446
258656;0.380057
64664;0.411728
16166;0.633428
4110;1.99319
1035;6.9256
280;25.6
72;85.3333
66160650;0.351385
16544544;0.353474
4136608;0.35102
1034152;0.364387
258656;0.36818
64664;0.427564
16166;0.570085
4110;1.99319
1035;42.543
280;32.9143
72;128
66160650;0.352035
16544544;0.350441
4136608;0.352505
1034152;0.354486
258656;0.36818
64664;0.427564
16166;0.633428
4110;1.99319
1035;6.9256
280;25.6
72;99.5556
66160650;0.361182
16544544;0.35205
4136608;0.502518
1034152;0.356466
258656;0.372139
64664;0.427564
16166;0.633428
4110;1.99319
1035;6.9256
280;25.6
72;99.5556
66160650;0.351911
16544544;0.350627
4136608;0.361169
1034152;0.356466
258656;0.372139
64664;0.411728
16166;0.570085
4110;1.99319
1035;6.9256
280;25.6
72;99.5556
66160650;0.351834
16544544;0.351741
4136608;0.352258
1034152;0.354486
258656;0.376098
64664;0.475071
16166;0.633428
4110;2.74063
1035;6.9256
280;25.6
72;85.3333
66160650;0.351246
16544544;0.350936
4136608;0.502766
1034152;0.355476
258656;0.36818
64664;0.427564
16166;0.570085
4110;1.99319
1035;6.9256
280;25.6
72;99.5556
66160650;0.352004
16544544;0.35106
4136608;0.353248
1034152;0.354486
258656;0.36818
64664;0.4434
16166;0.570085
4110;5.48127
1035;6.9256
280;21.9429
72;341.333
66160650;0.352082
16544544;0.349698
4136608;0.43172
1034152;0.356466
258656;0.36818
64664;0.427564
16166;0.633428
4110;1.99319
1035;6.9256
280;25.6
72;99.5556
66160650;0.352252
16544544;0.370061
4136608;0.352258
1034152;0.354486
258656;0.36818
64664;0.427564
16166;0.696771
4110;4.48467
1035;6.9256
280;25.6
72;312.889
66160650;0.351664
16544544;0.351865
4136608;0.350772
1034152;0.356466
258656;0.36818
64664;0.427564
16166;0.570085
4110;1.74404
1035;7.91498
280;29.2571
72;99.5556
66160650;0.352546
16544544;0.350874
4136608;0.351515
1034152;0.359437
258656;0.372139
64664;0.427564
16166;0.633428
4110;2.74063
1035;7.91498
280;32.9143
72;113.778
66160650;0.351942
16544544;0.351493
4136608;0.430235
1034152;0.355476
258656;0.372139
64664;0.427564
16166;0.570085
4110;1.99319
1035;6.9256
280;25.6
72;99.5556
66160650;0.351757
